"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","bot","benefits","human","comfort_1","likely_1","check","easy_1","PROLIFIC_PID","condition","bot.1","benefits.1","human.1","humans_DO_human"
"10/20/22 10:57","10/20/22 10:59",0,100,86,1,"10/20/22 10:59","R_AO4GlMgmL6CCggN",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,5,5,"Health and Wellness Shops",3,"5df63faaa98a7a45159a9bba","robot",NA,1,NA,NA
"10/20/22 10:54","10/20/22 10:59",0,100,270,1,"10/20/22 10:59","R_XIhw3VLtV6wKMxP",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,10,10,"A health store",9,"5ca227b36b36c400013ce15a","robot",NA,1,NA,NA
"10/20/22 10:58","10/20/22 10:59",0,100,34,1,"10/20/22 10:59","R_3dHd6B1FRH5pEDJ",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,9,9,"Health and wellness ",NA,"6108688a0dab4b6622af82e9","person",NA,NA,1,1
"10/20/22 10:57","10/20/22 10:59",0,100,80,1,"10/20/22 10:59","R_3GuDRjSIxRsoL98",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,9,7,"Fitness store",9,"5cfe852ea1b83900013cb4f2","robot",NA,1,NA,NA
"10/20/22 10:58","10/20/22 10:59",0,100,99,1,"10/20/22 10:59","R_3O161IEvgR29mda",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,2,4,"i think a beauty store",10,"5ee00907ed486334f7063e3a","robot",1,NA,NA,NA
"10/20/22 10:58","10/20/22 11:00",0,100,105,1,"10/20/22 11:00","R_3kLi3hV4VZxRMLu",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,8,7,"Health and Wellness Store",7,"6323f6da8ff5d9cd85b0ffc7","robot",1,NA,NA,NA
"10/20/22 10:55","10/20/22 11:00",0,100,265,1,"10/20/22 11:00","R_30pFhBWCjfY41Rf",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,2,2,"A wellness store ",8,"62a39ebd597a2a4c8c83a70f","robot",NA,1,NA,NA
"10/20/22 10:58","10/20/22 11:00",0,100,87,1,"10/20/22 11:00","R_2znAoYZ3ckaeFNG",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,3,4,"health and wellness",7,"5d548912e1c7130018e019dc","robot",1,NA,NA,NA
"10/20/22 11:00","10/20/22 11:00",0,100,25,1,"10/20/22 11:00","R_2CsmV6IwlkrYf4N",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,7,7,"Health and wellness",NA,"616f284d7e1146afa9c9cb66","person",NA,NA,1,1
"10/20/22 11:00","10/20/22 11:00",0,100,27,1,"10/20/22 11:00","R_p5CgbsrV6sYXdRf",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,10,10,"Health and Wellness",NA,"5ea196f089935b04d2ee69d9","person",NA,NA,1,1
"10/20/22 11:00","10/20/22 11:00",0,100,30,1,"10/20/22 11:00","R_2zIwHhu0ZUWjf7i",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,9,9,"health and wellness store",NA,"616376b5ff2429e422b69961","person",NA,NA,1,1
"10/20/22 10:58","10/20/22 11:00",0,100,116,1,"10/20/22 11:00","R_3hswU9rnLbWHN6O",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,5,4,"a health and wellness store",7,"61005a676dc71bfff709b157","robot",NA,1,NA,NA
"10/20/22 10:59","10/20/22 11:00",0,100,75,1,"10/20/22 11:00","R_29h78qTZSsOJqei",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,7,3,"Health and wellness store",6,"617603982bd663edbfcf3597","robot",NA,1,NA,NA
"10/20/22 10:59","10/20/22 11:00",0,100,78,1,"10/20/22 11:00","R_3dQFuqoTusIIdG8",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,0,0,"Vitamin store",6,"60ff4ce700aa0457fadbc736","robot",NA,1,NA,NA
"10/20/22 10:58","10/20/22 11:01",0,100,138,1,"10/20/22 11:01","R_BDQsQfEtY7tcntf",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,10,10,"Health and wellness store",NA,"632e6bc41df424f85ae737fe","person",NA,NA,1,1
"10/20/22 10:59","10/20/22 11:01",0,100,101,1,"10/20/22 11:01","R_241T05YjpcHXFkn",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,7,7,"Health and wellness",4,"561df8af3d7fe8000a0f6347","robot",1,NA,NA,NA
"10/20/22 10:58","10/20/22 11:01",0,100,194,1,"10/20/22 11:01","R_3F2JHkPnJvD9ZUL",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,7,6,"Health and wellness store ",8,"60c2a30e24e7f2ce0c8b56ca","robot",NA,1,NA,NA
"10/20/22 11:00","10/20/22 11:02",0,100,96,1,"10/20/22 11:02","R_2bI7cK2QEwKNZVS",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,2,3,"Health ",10,"62b333311c9e52e3224b4cb2","robot",1,NA,NA,NA
"10/20/22 11:01","10/20/22 11:02",0,100,44,1,"10/20/22 11:02","R_3KSM7ERoi91xlCT",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,6,6,"health and wellness",7,"5b0967ff1c95000001fcb6ce","robot",1,NA,NA,NA
"10/20/22 11:00","10/20/22 11:02",0,100,107,1,"10/20/22 11:02","R_2wTgnHSf0OSC63T",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,8,8,"I forgot ",3,"631cea44de65b777f0f8e70a","robot",1,NA,NA,NA
"10/20/22 11:00","10/20/22 11:02",0,100,108,1,"10/20/22 11:02","R_1IT2IGEPz3ZwLJM",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,8,7,"Health and wellness",8,"62eff8235ccfda08200e062c","robot",1,NA,NA,NA
"10/20/22 11:01","10/20/22 11:02",0,100,100,1,"10/20/22 11:02","R_O80Q9JrK8ZHvcOt",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,9,8,"health and wellness",2,"56aa90d5638440000c8b506f","robot",NA,1,NA,NA
"10/20/22 11:01","10/20/22 11:02",0,100,82,1,"10/20/22 11:02","R_bryzeVa0JcPufOF",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,10,10,"health and wellness store",NA,"5eeaa1b7fe8d9a1d3473f671","person",NA,NA,1,1
"10/20/22 11:02","10/20/22 11:02",0,100,31,1,"10/20/22 11:02","R_1gC2z4TUtrOJxgH",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,8,8,"health and wellness store",NA,"5e2f57e54b8a1a51cd14e73c","person",NA,NA,1,1
"10/20/22 11:01","10/20/22 11:03",0,100,71,1,"10/20/22 11:03","R_6SBOGdE76kv8EvL",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,4,4,"wellness",NA,"5ee82a46e6b51f000bb84f72","person",NA,NA,1,1
"10/20/22 11:01","10/20/22 11:03",0,100,89,1,"10/20/22 11:03","R_UKqzKCIxDZSSHiF",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,6,4,"health and wellness",7,"5c26b151c4b6e3000152c0b8","robot",NA,1,NA,NA
"10/20/22 11:01","10/20/22 11:03",0,100,139,1,"10/20/22 11:03","R_OJaK61QiPT2ANod",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,1,1,"Health supplement and vitamins store",5,"628270e095732de2fb39cc2a","robot",NA,1,NA,NA
"10/20/22 11:01","10/20/22 11:03",0,100,93,1,"10/20/22 11:03","R_278PokrhQFQaZlU",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,8,7,"Healthy products including herbals",NA,"633c7dcc6a16e6d57f1a0865","person",NA,NA,1,1
"10/20/22 11:03","10/20/22 11:03",0,100,20,1,"10/20/22 11:03","R_3oHpN2Cf9Pc5qTG",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,8,8,"Yoga store",NA,"5b9b0f12d1ff7a00013b3b8a","person",NA,NA,1,1
"10/20/22 11:02","10/20/22 11:03",0,100,78,1,"10/20/22 11:03","R_6zGr5dvUOBXQxRT",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,1,1,"health and wellness store",3,"6317ff72f121393076a14995","robot",1,NA,NA,NA
"10/20/22 11:03","10/20/22 11:03",0,100,19,1,"10/20/22 11:03","R_1opdgKJ2hQzEYlu",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,8,9,"Health",NA,"608f52575bb0d2fe263bfb5b","person",NA,NA,1,1
"10/20/22 11:01","10/20/22 11:04",0,100,134,1,"10/20/22 11:04","R_3n33sWtjreQ7s7X",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,0,0,"Health and vitamin ",0,"62db80a54255407140d8843e","robot",NA,1,NA,NA
"10/20/22 11:03","10/20/22 11:04",0,100,61,1,"10/20/22 11:04","R_3MSE9wtO1HpBnNF",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,8,7,"Health and wellness ",NA,"6139aed4f23d087290d96200","person",NA,NA,1,1
"10/20/22 11:03","10/20/22 11:04",0,100,77,1,"10/20/22 11:04","R_r8wMMks53tY6AYV",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,9,7,"Pharmacy",8,"62ffa989dbd072768cd2a14e","robot",1,NA,NA,NA
"10/20/22 11:03","10/20/22 11:04",0,100,93,1,"10/20/22 11:04","R_26eyxkTSCeaKYdg",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,8,8,"health/vitamin store",NA,"6340c2fb43e8f31b182c5058","person",NA,NA,1,1
"10/20/22 11:04","10/20/22 11:05",0,100,62,1,"10/20/22 11:05","R_AHUnrvranVK0FGN",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,9,10,"Healthy food and supplements store.",NA,"607dda35bfc368ded94a15e3","person",NA,NA,1,1
"10/20/22 11:04","10/20/22 11:05",0,100,83,1,"10/20/22 11:05","R_2co6TGbnoanvVbH",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,2,5,"Department ",8,"56dfb1516b4093000dd8ca21","robot",NA,1,NA,NA
"10/20/22 11:03","10/20/22 11:05",0,100,139,1,"10/20/22 11:05","R_1dzBpaCM6VRK2Hy",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,8,8,"health and wellness",6,"5c93d5271959a00012c88972","robot",1,NA,NA,NA
"10/20/22 11:04","10/20/22 11:05",0,100,44,1,"10/20/22 11:05","R_1n7LCs85WCz3BqV",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,9,9,"Health and Wellness Store",NA,"60fddd1ef83cc16b0411a2ba","person",NA,NA,1,1
"10/20/22 11:03","10/20/22 11:05",0,100,118,1,"10/20/22 11:05","R_1ezcgnvbfvuPVf1",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,8,8,"Health and wellness",7,"5dc1d16946c7ba134f6626bc","robot",1,NA,NA,NA
"10/20/22 11:05","10/20/22 11:05",0,100,35,1,"10/20/22 11:05","R_2YESWaiiGKk0mYd",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,8,9,"ealth and wellness store",8,"5c15339510f812000174f35e","robot",1,NA,NA,NA
"10/20/22 11:04","10/20/22 11:05",0,100,63,1,"10/20/22 11:05","R_2YDlyKC4oVoscka",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,10,10,"health and wellness",NA,"5b920a69abfadc0001e7ffa9","person",NA,NA,1,1
"10/20/22 11:05","10/20/22 11:05",0,100,38,1,"10/20/22 11:05","R_1pFfkVqHH5rNOxl",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,8,8,"health and wellness store",NA,"60e5a074e98d1be9227cc106","person",NA,NA,1,1
"10/20/22 11:05","10/20/22 11:05",0,100,38,1,"10/20/22 11:05","R_1Lqw8Jq4oFpWidg",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,10,10,"health and wellness",NA,"632345e7359dbcdb66f3f154","person",NA,NA,1,1
"10/20/22 11:05","10/20/22 11:06",0,100,23,1,"10/20/22 11:06","R_3HSKIPAPGPTA6XL",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,7,8,"Wellness",NA,"5a94362e873cda0001dc66c9","person",NA,NA,1,1
"10/20/22 11:05","10/20/22 11:06",0,100,30,1,"10/20/22 11:06","R_1GBsuvmwSciuPaq",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,9,9,"Health and Wellness",NA,"58509fbda6946500016117ed","person",NA,NA,1,1
"10/20/22 11:04","10/20/22 11:06",0,100,119,1,"10/20/22 11:06","R_3fD9IgbwmQIa0Ef",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,5,5,"Wellness",4,"60a46cf64f3812c21ea9ed6c","robot",1,NA,NA,NA
"10/20/22 11:04","10/20/22 11:06",0,100,126,1,"10/20/22 11:06","R_YY7ODjqnbXV7q3D",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,3,5,"Health and Wellness store",0,"60b8ebe00e8724e493098e52","robot",NA,1,NA,NA
"10/20/22 11:05","10/20/22 11:06",0,100,99,1,"10/20/22 11:06","R_OOMPWK6Uv1fhJIt",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,10,10,"health and wellness",8,"580145ebf35f130001c36157","robot",1,NA,NA,NA
"10/20/22 11:05","10/20/22 11:06",0,100,109,1,"10/20/22 11:06","R_2VgM4OBqzSwnAZK",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,6,6,"Health Store",6,"623484b9a279762ab4c8b6dc","robot",1,NA,NA,NA
"10/20/22 11:05","10/20/22 11:07",0,100,75,1,"10/20/22 11:07","R_1mqiPB0u8TJrJxa",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,9,9,"supplements, vitamins, nutrition - Health and Wellness",NA,"62dd47968d609bcb40a8f5ee","person",NA,NA,1,1
"10/20/22 11:06","10/20/22 11:07",0,100,47,1,"10/20/22 11:07","R_25RgLbtLBC4Y9BF",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,10,10,"a health food store",NA,"60a48adfe091e410f4eaba34","person",NA,NA,1,1
"10/20/22 11:03","10/20/22 11:07",0,100,252,1,"10/20/22 11:07","R_U9eAMDcq2doJkOt",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,5,5,"Health and Wellness store",8,"614e36c5f5569f7b6d406171","robot",NA,1,NA,NA
"10/20/22 11:05","10/20/22 11:07",0,100,136,1,"10/20/22 11:07","R_3rNhkC3EonGheah",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,3,5,"Health related/vitamins",8,"5fd9ad6dab00c64c8a45c9fc","robot",NA,1,NA,NA
"10/20/22 11:05","10/20/22 11:07",0,100,152,1,"10/20/22 11:07","R_UDwJBgnKDATrjCF",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,4,3,"health and wellness store",7,"6318c3b2f781fbd55e9663af","robot",NA,1,NA,NA
"10/20/22 11:03","10/20/22 11:07",0,100,254,1,"10/20/22 11:07","R_1CEDR99pD1TX0yi",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,9,10,"health and wellness",9,"5de7f88b762dc2775b2265b8","robot",NA,1,NA,NA
"10/20/22 11:05","10/20/22 11:07",0,100,175,1,"10/20/22 11:07","R_28P2y663hWAmSrN",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,2,2,"Health vitamins et cetera",6,"5dd3301ff3b7c233e991e522","robot",1,NA,NA,NA
"10/20/22 11:06","10/20/22 11:08",0,100,73,1,"10/20/22 11:08","R_2uP5LqSXe6N332R",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,3,3,"Health and Wellness/Vitamin",7,"60fd640fec893eee4eb8c3a7","robot",1,NA,NA,NA
"10/20/22 11:06","10/20/22 11:08",0,100,119,1,"10/20/22 11:08","R_3FLpfmkby4RT9yX",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,9,5,"Health and Wellness",7,"5b54ce6fb7ef510001676f99","robot",1,NA,NA,NA
"10/20/22 11:06","10/20/22 11:08",0,100,113,1,"10/20/22 11:08","R_3M4h8zztA9axtCY",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,2,1,"vitamin world",9,"5de5f3b223a51156c5a404a7","robot",1,NA,NA,NA
"10/20/22 11:03","10/20/22 11:08",0,100,278,1,"10/20/22 11:08","R_1IT5JP3pwMv0a0I",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,3,3,"Health and wellness",2,"62fd4e39539dab80fb5575d1","robot",1,NA,NA,NA
"10/20/22 11:06","10/20/22 11:08",0,100,152,1,"10/20/22 11:08","R_2VyGuRerKHKJjRL",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,7,5,"Health & Wellness",10,"62794a276fc2c539bfea92e3","robot",NA,1,NA,NA
"10/20/22 11:06","10/20/22 11:08",0,100,146,1,"10/20/22 11:08","R_1LCgHZvh5N4mXhL",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,7,7,"Health and Wellness",8,"5e30a19861ac040a4355a96d","robot",NA,1,NA,NA
"10/20/22 11:06","10/20/22 11:08",0,100,150,1,"10/20/22 11:08","R_1mUh1fPuOq2cz3P",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,0,0,"Vitamin store",0,"6294d82bb0175e9e889710a9","robot",NA,1,NA,NA
"10/20/22 11:07","10/20/22 11:08",0,100,51,1,"10/20/22 11:08","R_2QGNMCmI1dHKcOR",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,9,9,"Health and wellness store",NA,"5c3d49f6486a390001e87d8e","person",NA,NA,1,1
"10/20/22 11:07","10/20/22 11:08",0,100,96,1,"10/20/22 11:08","R_1dgdKijSRm1jaES",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,5,4,"A vitamin and herbal sotre.",8,"5e0d6dee4f40fb4f60fc0494","robot",1,NA,NA,NA
"10/20/22 11:05","10/20/22 11:08",0,100,191,1,"10/20/22 11:08","R_1F5NSCGW8Xni4ky",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,0,0,"health and wellness",10,"5ee6cc4e34f12e44e827f657","robot",NA,1,NA,NA
"10/20/22 11:08","10/20/22 11:09",0,100,42,1,"10/20/22 11:09","R_10TQxQSC42t6vwn",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,10,10,"Medicine store",NA,"62a79736d35f0d55a77dc3b3","person",NA,NA,1,1
"10/20/22 11:06","10/20/22 11:09",0,100,128,1,"10/20/22 11:09","R_10ZCpSjJxNs0a1v",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,6,3,"Retail, some sort of clothing store",NA,"610212ddcd5b37dd97b6622c","person",NA,NA,1,1
"10/20/22 11:07","10/20/22 11:09",0,100,131,1,"10/20/22 11:09","R_2aWuna4J3wjHGY8",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,10,10,"health store",10,"5a7618b18fe2dc0001057243","robot",NA,1,NA,NA
"10/20/22 11:07","10/20/22 11:09",0,100,106,1,"10/20/22 11:09","R_1H0neoyugBf0VoP",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,3,3,"Health and wellness",7,"6298d2708f16a38e439714f1","robot",NA,1,NA,NA
"10/20/22 11:02","10/20/22 11:09",0,100,404,1,"10/20/22 11:09","R_3CHpGpHfaPZtGm6",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,0,0,"supplement store",6,"6339e60ea0fabcf7177b504b","robot",NA,1,NA,NA
"10/20/22 11:09","10/20/22 11:09",0,100,25,1,"10/20/22 11:09","R_1dExtZeMEVlEz0T",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,10,10,"welless",NA,"60fe4bca231db80168012c73","person",NA,NA,1,1
"10/20/22 11:09","10/20/22 11:10",0,100,52,1,"10/20/22 11:10","R_0d3JIVq04Ix4pI5",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,10,8,"Health and wellness",NA,"55a56724fdf99b7973398109","person",NA,NA,1,1
"10/20/22 11:09","10/20/22 11:10",0,100,83,1,"10/20/22 11:10","R_3rYvkVPTZv35nWp",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,7,5,"HEALTH WELLNESS",6,"634f87d42fa897f3a8e3acad","robot",NA,1,NA,NA
"10/20/22 11:07","10/20/22 11:10",0,100,201,1,"10/20/22 11:10","R_domTpp3R4s3nyz7",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,8,8,"Wellness and Yoga shop",10,"6314686dea012501d8934177","robot",1,NA,NA,NA
"10/20/22 11:10","10/20/22 11:10",0,100,24,1,"10/20/22 11:10","R_1ePlDKhHt0meZpq",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,4,4,"health and wellness",NA,"5f13ea64399eaf40ff6c1b90","person",NA,NA,1,1
"10/20/22 11:08","10/20/22 11:10",0,100,121,1,"10/20/22 11:10","R_2z92yHYiREQXc0l",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,7,8,"Health and wellness store",2,"5dc4a52b655ad2371b62dfd1","robot",1,NA,NA,NA
"10/20/22 10:54","10/20/22 11:10",0,100,952,1,"10/20/22 11:10","R_10wsSEpUfzyESc6",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,7,7,"health/wellness store",10,"5f5ab115b8e6411bcb5dadf1","robot",NA,1,NA,NA
"10/20/22 11:06","10/20/22 11:10",0,100,254,1,"10/20/22 11:10","R_1PRgEHgDnZsqO0G",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,2,3,"Health and Wellness store",7,"60d8d9348db2bb3a539b5c1d","robot",NA,1,NA,NA
"10/20/22 11:10","10/20/22 11:10",0,100,42,1,"10/20/22 11:10","R_27qTLs6x5rXPaWV",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,8,6,"wellness",NA,"5deea21c3e57d1542111bea2","person",NA,NA,1,1
"10/20/22 11:09","10/20/22 11:11",0,100,113,1,"10/20/22 11:11","R_3gR6VmCz8EQUoBr",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,6,6,"vitamins and wellness",7,"610752fa5b54228c75f3ced4","robot",NA,1,NA,NA
"10/20/22 11:07","10/20/22 11:11",0,100,240,1,"10/20/22 11:11","R_2zjCcXINle805p1",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,6,6,"GNC",NA,"629e1488d6127db2f9fe0e74","person",NA,NA,1,1
"10/20/22 11:09","10/20/22 11:11",0,100,97,1,"10/20/22 11:11","R_2w6yxgPceKiyT1s",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,2,2,"health and wellness ",4,"62fbbedd2552da8b5d4fc4b8","robot",1,NA,NA,NA
"10/20/22 11:09","10/20/22 11:11",0,100,116,1,"10/20/22 11:11","R_Dqv5Q0Wr34z74fn",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,8,9,"Health",9,"5e1b299528c70235eeed62ef","robot",NA,1,NA,NA
"10/20/22 11:10","10/20/22 11:11",0,100,30,1,"10/20/22 11:11","R_1jrYyeMYj4DdQ9r",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,10,10,"health and wellness store",NA,"6279c1daff96f85ae66373e0","person",NA,NA,1,1
"10/20/22 11:09","10/20/22 11:11",0,100,153,1,"10/20/22 11:11","R_x3JMIxhyam4EhuV",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,9,8,"Health and Wellness",10,"5fc3e1e8704ddd41e549c4b8","robot",1,NA,NA,NA
"10/20/22 11:10","10/20/22 11:11",0,100,67,1,"10/20/22 11:11","R_dbZf7mu6vaipkGJ",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,6,4,"health and wellness",8,"62ffa51597bb1507ef057ca0","robot",NA,1,NA,NA
"10/20/22 11:10","10/20/22 11:11",0,100,67,1,"10/20/22 11:11","R_3ilM7isHAZzUN1v",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,8,8,"It seemed like an average person",NA,"5fd9227fbeeb773aa4d6c986","person",NA,NA,1,1
"10/20/22 11:10","10/20/22 11:12",0,100,116,1,"10/20/22 11:12","R_eQj36HAY0dMBh4d",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,5,7,"Health and wellness store that sells vitamins",10,"60e7a42ebc5356742b8dbf61","robot",NA,1,NA,NA
"10/20/22 11:10","10/20/22 11:12",0,100,112,1,"10/20/22 11:12","R_3FR35YtCZaKlSSj",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,7,7,"heath & wellness",4,"60e1e2e5bf8cfa6e08a411cb","robot",1,NA,NA,NA
"10/20/22 11:11","10/20/22 11:12",0,100,76,1,"10/20/22 11:12","R_33pfCIEAvDmhU02",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,3,2,"Health and wellness - vitamin",1,"5e5c6b9c8ce757449e4a6dc1","robot",1,NA,NA,NA
"10/20/22 11:11","10/20/22 11:12",0,100,59,1,"10/20/22 11:12","R_6RpgLHoQHlkuhEt",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,10,10,"Health and Wellness, like GNC",NA,"5ca73ac06fa13f00189cbe17","person",NA,NA,1,1
"10/20/22 11:11","10/20/22 11:12",0,100,88,1,"10/20/22 11:12","R_00vqulifiMfN1cJ",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,8,7,"health and wellness store",9,"610064f3ff545af9d849df6e","robot",NA,1,NA,NA
"10/20/22 11:09","10/20/22 11:13",0,100,193,1,"10/20/22 11:13","R_1NdWBUtF1thMWXY",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,7,5,"herbal supplement",8,"5ddd99500f8d51d1ce9fd780","robot",1,NA,NA,NA
"10/20/22 11:11","10/20/22 11:13",0,100,85,1,"10/20/22 11:13","R_R2nwNPLqI5UydDb",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,8,8,"Health and wellness",5,"5bd8e057beca730001cf1bf5","robot",1,NA,NA,NA
"10/20/22 11:13","10/20/22 11:13",0,100,32,1,"10/20/22 11:13","R_3OqC2Ra45RCEEjJ",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,9,9,"wellness",NA,"600e06e28546f25be49539fa","person",NA,NA,1,1
"10/20/22 11:13","10/20/22 11:13",0,100,52,1,"10/20/22 11:13","R_DrdcDFvK99Xa6AN",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,10,10,"Health and wellness store",NA,"5d81a07bb93ab40016a1cdac","person",NA,NA,1,1
"10/20/22 11:12","10/20/22 11:14",0,100,114,1,"10/20/22 11:14","R_3iDXm3JtF0RIRod",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,10,9,"Health and Wellness",NA,"5cdad620eae6f70019d4e950","person",NA,NA,1,1
"10/20/22 11:12","10/20/22 11:14",0,100,133,1,"10/20/22 11:14","R_33gtEvTSzHKoD4a",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,2,3,"Health and wellness store",4,"60fd137efeab904ae4974be4","robot",NA,1,NA,NA
"10/20/22 11:10","10/20/22 11:14",0,100,222,1,"10/20/22 11:14","R_1P6SmNZbkyXu0AR",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,0,1,"health and wellness",9,"6334a8022f05d63c1f898896","robot",1,NA,NA,NA
"10/20/22 11:12","10/20/22 11:14",0,100,122,1,"10/20/22 11:14","R_1qg2V3DrnzJMHRy",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,7,5,"A health and wellness",8,"5c02f544e6eafc0001f6d37b","robot",1,NA,NA,NA
"10/20/22 11:12","10/20/22 11:15",0,100,130,1,"10/20/22 11:15","R_3j6g5rzec38Krrl",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,8,6,"Health and wellness store",8,"5f3ac20029c84574e35b3193","robot",NA,1,NA,NA
"10/20/22 11:12","10/20/22 11:15",0,100,160,1,"10/20/22 11:15","R_30c1nCZODCySwdO",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,5,5,"store that sells vitamins and other health related stuff",8,"5eb339ee6290bc124b8549a6","robot",1,NA,NA,NA
