Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Custom study tncs accepted at
634dc93ad5a5265705b8ea1b,5faeb8eb6562cd0163f216ec,APPROVED,2022-10-17T21:29:33.230000Z,2022-10-17T21:30:40.649000Z,2022-10-17T21:30:41.329000Z,2022-10-17T21:30:41.251396Z,68,C144ZYME,2390,27,Male,Asian,United States,United States,United States,English,No,Unemployed (and job seeking),
634dc93e74c03bb38888634a,5f3f0641de4e871ea98cf4ee,APPROVED,2022-10-17T21:29:37.238000Z,2022-10-17T21:31:51.588000Z,2022-10-17T21:31:52.001000Z,2022-10-17T21:31:51.931479Z,135,C144ZYME,404,25,Male,Asian,DATA_EXPIRED,United States,United States,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,
634dc9424fdf0363892f06d2,62bde61e19926c35d347dd2f,APPROVED,2022-10-17T21:29:43.764000Z,2022-10-17T21:31:02.866000Z,2022-10-17T21:31:03.304000Z,2022-10-17T21:31:03.231729Z,80,C144ZYME,510,63,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
634dc94afd29a0356b25eee1,5c5351f831f18100015ad5bd,APPROVED,2022-10-17T21:29:48.181000Z,2022-10-17T21:30:29.988000Z,2022-10-17T21:30:30.490000Z,2022-10-17T21:30:30.398003Z,42,C144ZYME,499,32,Male,White,United States,United States,United States,English,No,Full-Time,
634dc94eca947e39a91dfa26,6310f89536acffb9a2eca63d,APPROVED,2022-10-17T21:29:52.465000Z,2022-10-17T21:30:59.504000Z,2022-10-17T21:31:00.043000Z,2022-10-17T21:30:59.958523Z,68,C144ZYME,174,28,Male,White,United States,United States,United States,English,Yes,Part-Time,
634dc951ec11155e51381cb8,62d5dd5dc11b253b5adcd544,APPROVED,2022-10-17T21:29:57.377000Z,2022-10-17T21:31:54.650000Z,2022-10-17T21:31:55.188000Z,2022-10-17T21:31:55.105383Z,118,C144ZYME,256,35,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
634dc957a913c8cb5205fdc2,5e6c0b0fede0271d08d1a3cd,APPROVED,2022-10-17T21:29:59.557000Z,2022-10-17T21:49:52.062000Z,2022-10-17T21:49:52.555000Z,2022-10-17T21:49:52.486852Z,1193,C144ZYME,1572,19,Male,Asian,United States,United States,United States,English,Yes,Other,
634dc966ea0ba3b595d72588,55b0eabffdf99b2228330785,APPROVED,2022-10-17T21:30:21.262000Z,2022-10-17T21:31:33.025000Z,2022-10-17T21:31:33.503000Z,2022-10-17T21:31:33.433322Z,72,C144ZYME,2320,68,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
634dc96b42a7ead45ac14761,5e246a245e04db6e93e22666,APPROVED,2022-10-17T21:30:23.329000Z,2022-10-17T21:32:33.931000Z,2022-10-17T21:32:34.429000Z,2022-10-17T21:32:34.354529Z,131,C144ZYME,1959,72,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),
634dc985963d19f3a81d1151,60fcf110d2d4a115c136cb90,APPROVED,2022-10-17T21:30:48.868000Z,2022-10-17T21:31:28.693000Z,2022-10-17T21:31:29.130000Z,2022-10-17T21:31:29.057806Z,40,C144ZYME,437,22,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,
634dc99db7ddcbb82a2f0739,60fd8570f92207ceba5fe86e,APPROVED,2022-10-17T21:31:13.452000Z,2022-10-17T21:32:05.372000Z,2022-10-17T21:32:05.875000Z,2022-10-17T21:32:05.793948Z,52,C144ZYME,352,22,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time,
634dc9aadf637e0831eef52e,6331292b63a37cc05d97aa93,APPROVED,2022-10-17T21:31:24.976000Z,2022-10-17T21:33:14.569000Z,2022-10-17T21:33:15.102000Z,2022-10-17T21:33:15.012647Z,110,C144ZYME,96,25,Male,Asian,Pakistan,United States,United States,English,No,DATA_EXPIRED,
634dc9b57542e810dd998f9a,60ce9fa3d9f9a088647a62ba,APPROVED,2022-10-17T21:31:35.853000Z,2022-10-17T21:32:02.922000Z,2022-10-17T21:32:03.365000Z,2022-10-17T21:32:03.306471Z,28,C144ZYME,800,31,Male,Black,Trinidad and Tobago,United States,United States,English,No,Unemployed (and job seeking),
634dc9b73e4935413bc95105,6234bc20474f603b10a66d77,APPROVED,2022-10-17T21:31:39.680000Z,2022-10-17T21:33:34.680000Z,2022-10-17T21:33:35.219000Z,2022-10-17T21:33:35.142503Z,115,C144ZYME,1182,49,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
634dc9bc422d99c4f961deb7,5ba8eec10dc8cb000121f12b,APPROVED,2022-10-17T21:31:41.987000Z,2022-10-17T21:32:00.218000Z,2022-10-17T21:32:00.651000Z,2022-10-17T21:32:00.586124Z,19,C144ZYME,422,24,Male,White,United States,United States,United States,English,No,Full-Time,
634dc9bdd48c35e0eaa7fc30,60946de1a598e8ca41a3096d,APPROVED,2022-10-17T21:31:43.828000Z,2022-10-17T21:33:02.419000Z,2022-10-17T21:33:05.017000Z,2022-10-17T21:33:04.947837Z,79,C144ZYME,1461,35,Female,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
634dc9c13cf389f799d1b8d4,6168ace1ef0f716f56f08f5b,APPROVED,2022-10-17T21:31:49.102000Z,2022-10-17T21:33:47.441000Z,2022-10-17T21:33:47.942000Z,2022-10-17T21:33:47.873053Z,119,C144ZYME,263,34,Female,Black,United States,United States,United States,English,Yes,DATA_EXPIRED,
634dc9c8092267423b06c054,5fd0428072eedf0aad62ca5a,APPROVED,2022-10-17T21:32:25.733000Z,2022-10-17T21:33:23.179000Z,2022-10-17T21:33:23.682000Z,2022-10-17T21:33:23.602970Z,58,C144ZYME,991,21,Female,Other,United States,United States,United States,English,Yes,Part-Time,
634dc9c9aea7245ccc1bbf9b,558cdd7efdf99b0f1cc5f4c1,APPROVED,2022-10-17T21:34:43.491000Z,2022-10-17T21:35:12.027000Z,2022-10-17T21:35:12.444000Z,2022-10-17T21:35:12.370160Z,29,C144ZYME,2892,29,Female,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
634dc9ccbdc857eebc998f50,5dde8961a4aa26f2f73d785b,APPROVED,2022-10-17T21:32:00.327000Z,2022-10-17T21:35:04.018000Z,2022-10-17T21:35:09.479000Z,2022-10-17T21:35:04.403852Z,184,C144ZYME,1660,54,Female,White,United States,United States,United States,English,No,Full-Time,
634dc9ce1fa3cb74e7dc7179,56c984eb10a82f0006ffd111,APPROVED,2022-10-17T21:32:02.382000Z,2022-10-17T21:32:35.706000Z,2022-10-17T21:32:36.206000Z,2022-10-17T21:32:36.140372Z,34,C144ZYME,2646,27,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
634dc9dd0d067bbeb164439f,62f7f962dab1139e741e5207,APPROVED,2022-10-17T21:32:16.160000Z,2022-10-17T21:33:27.350000Z,2022-10-17T21:33:27.838000Z,2022-10-17T21:33:27.758556Z,72,C144ZYME,251,32,Male,White,United States,United States,United States,English,No,Full-Time,
634dc9e4e723930cb4137928,6202990aef1cb18a1337c3c3,APPROVED,2022-10-17T21:32:24.405000Z,2022-10-17T21:33:09.813000Z,2022-10-17T21:33:10.283000Z,2022-10-17T21:33:10.208457Z,46,C144ZYME,116,52,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
634dc9eef80b3760f561e425,5b06d013732c5d000154dbf8,APPROVED,2022-10-17T21:32:33.622000Z,2022-10-17T21:33:08.876000Z,2022-10-17T21:33:09.516000Z,2022-10-17T21:33:09.427792Z,36,C144ZYME,799,50,Female,White,Dominican Republic,United States,United States,Spanish,No,Part-Time,
634dc9ef3b8bc725ee2f06cb,5c84014bd34170000141b8d6,APPROVED,2022-10-17T21:32:36.360000Z,2022-10-17T21:33:58.698000Z,2022-10-17T21:33:59.211000Z,2022-10-17T21:33:59.132381Z,83,C144ZYME,2761,36,Male,Asian,Singapore,United States,United States,English,No,Full-Time,
634dc9eff8a5bfedbddc7147,5928b05e590f0b000126edb8,APPROVED,2022-10-17T21:32:46.861000Z,2022-10-17T21:33:15.399000Z,2022-10-17T21:33:15.869000Z,2022-10-17T21:33:15.793618Z,29,C144ZYME,3659,25,Male,Asian,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
634dc9f321869bea5b516648,559d9916fdf99b1e2b2dc6b8,APPROVED,2022-10-17T21:32:37.514000Z,2022-10-17T21:35:03.999000Z,2022-10-17T21:35:04.419000Z,2022-10-17T21:35:04.335472Z,147,C144ZYME,3106,69,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
634dc9f7bce4dbc530a40e05,610858d216ad5a7a479e3f7c,APPROVED,2022-10-17T21:32:42.364000Z,2022-10-17T21:33:18.414000Z,2022-10-17T21:33:18.821000Z,2022-10-17T21:33:18.751426Z,37,C144ZYME,1213,23,Female,Asian,United States,United States,United States,English,No,Full-Time,
634dc9fa8940caa788b52fc7,6110b7bc1399b88a9243879e,APPROVED,2022-10-17T21:32:46.822000Z,2022-10-17T21:36:12.180000Z,2022-10-17T21:36:12.698000Z,2022-10-17T21:36:12.638684Z,206,C144ZYME,151,20,Female,Mixed,United States,United States,United States,English,Yes,DATA_EXPIRED,
634dca055995d530bce81bf9,56e72067c89073000be77fdf,APPROVED,2022-10-17T21:32:55.485000Z,2022-10-17T21:33:37.762000Z,2022-10-17T21:33:38.262000Z,2022-10-17T21:33:38.194585Z,43,C144ZYME,695,50,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
634dca0559b79ec056c1474c,610790e286844c36e02f906c,APPROVED,2022-10-17T21:32:55.992000Z,2022-10-17T21:35:28.686000Z,2022-10-17T21:35:29.153000Z,2022-10-17T21:35:29.075852Z,153,C144ZYME,1533,28,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,
634dca058ee728348516acc9,6150b927614a4f154f311f9d,APPROVED,2022-10-17T21:32:53.783000Z,2022-10-17T21:36:56.904000Z,2022-11-07T00:00:31.042000Z,2022-10-17T21:36:57.314116Z,244,NOCODE,1080,32,Female,White,United States,United States,United States,English,No,Part-Time,
634dca08ff80c7a985381c31,6103cee734ed4f05bab17c78,APPROVED,2022-10-17T21:32:59.255000Z,2022-10-17T21:33:39.305000Z,2022-10-17T21:33:39.754000Z,2022-10-17T21:33:39.688516Z,41,C144ZYME,385,21,Female,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
634dca11a453fe48ec516643,5dde0d3ce2dcbdd798721c65,APPROVED,2022-10-17T21:33:09.228000Z,2022-10-17T21:33:43.623000Z,2022-10-17T21:33:44.193000Z,2022-10-17T21:33:44.124115Z,35,C144ZYME,1278,57,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
634dca20ae0af26889af77e0,5b1505b69663ee0001463400,APPROVED,2022-10-17T21:33:24.115000Z,2022-10-17T21:33:58.873000Z,2022-10-17T21:34:04.339000Z,2022-10-17T21:33:59.249483Z,35,C144ZYME,1910,36,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,
634dca21ca947e39a91dfa33,611af624e2e6ecca99ad6341,APPROVED,2022-10-17T21:33:27.451000Z,2022-10-17T21:35:57.746000Z,2022-10-17T21:35:58.189000Z,2022-10-17T21:35:58.128638Z,151,C144ZYME,353,22,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED,
634dca300d067bbeb16443ab,5f627ea43a49581b4438a944,APPROVED,2022-10-17T21:33:46.948000Z,2022-10-17T21:40:10.763000Z,2022-10-17T21:40:11.341000Z,2022-10-17T21:40:11.273523Z,384,C144ZYME,1080,44,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,
634dca3e80c16117ff661a6b,5a6fa677c2eb6c00017e042e,APPROVED,2022-10-17T21:33:57.429000Z,2022-10-17T21:34:38.549000Z,2022-10-17T21:34:39.085000Z,2022-10-17T21:34:39.016035Z,42,C144ZYME,3588,27,Male,Asian,United States,United States,United States,English,No,DATA_EXPIRED,
634dca44b10d62c20105fd68,5daf9e6815dc35001498cd77,APPROVED,2022-10-17T21:33:59.857000Z,2022-10-17T21:37:35.438000Z,2022-10-17T21:37:35.924000Z,2022-10-17T21:37:35.857004Z,216,C144ZYME,1553,26,Female,Mixed,United States,United States,United States,English,No,Part-Time,
634dca61e723930cb413792f,62d4f7fd1880373a510c1582,APPROVED,2022-10-17T21:34:28.228000Z,2022-10-17T21:34:52.025000Z,2022-10-17T21:34:52.483000Z,2022-10-17T21:34:52.396551Z,24,C144ZYME,235,23,Male,Asian,United States,United States,United States,English,No,DATA_EXPIRED,
634dca6d5a49045f3852921c,630bca4e704320e08ad9deba,APPROVED,2022-10-17T21:34:40.323000Z,2022-10-17T21:37:44.202000Z,2022-10-17T21:37:44.698000Z,2022-10-17T21:37:44.623655Z,184,C144ZYME,111,25,Male,Black,United States,United States,United States,English,No,Unemployed (and job seeking),
634dca710d067bbeb16443b2,5f4b3a0ff271be7054ca348a,APPROVED,2022-10-17T21:34:44.898000Z,2022-10-17T21:36:14.311000Z,2022-10-17T21:36:14.787000Z,2022-10-17T21:36:14.721935Z,90,C144ZYME,507,29,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),
634dca7d09cc5b332c1f92d8,604dff87be5115f1266d3963,APPROVED,2022-10-17T21:34:55.871000Z,2022-10-17T21:35:24.219000Z,2022-10-17T21:35:24.711000Z,2022-10-17T21:35:24.647842Z,29,C144ZYME,1292,60,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,
634dca8980c16117ff661a72,5ca60cd95a6f9a0015b2d034,APPROVED,2022-10-17T21:35:11.365000Z,2022-10-17T21:38:21.135000Z,2022-10-17T21:38:22.874000Z,2022-10-17T21:38:21.521938Z,190,C144ZYME,3276,69,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
634dca937dd7640350b8674f,60246aa489ae64151cc56620,APPROVED,2022-10-17T21:35:21.359000Z,2022-10-17T21:36:12.628000Z,2022-10-17T21:36:13.064000Z,2022-10-17T21:36:12.993628Z,52,C144ZYME,583,30,Female,White,United States,United States,United States,English,No,Full-Time,
634dca995024529670e952fb,633066bca7b62da39547e84e,APPROVED,2022-10-17T21:35:26.452000Z,2022-10-17T21:38:21.529000Z,2022-10-17T21:38:27.076000Z,2022-10-17T21:38:21.985885Z,176,C144ZYME,22,27,Male,White,United States,United States,United States,English,No,Full-Time,
634dca9f3197723cc3068165,610992345dff3a5180a13714,APPROVED,2022-10-17T21:35:32.323000Z,2022-10-17T21:37:28.849000Z,2022-10-17T21:37:34.302000Z,2022-10-17T21:37:29.225091Z,117,C144ZYME,1659,24,Female,Asian,United States,United States,United States,Vietnamese,No,DATA_EXPIRED,
634dcaa8d2847d7da9381c4b,5f1390c5bbb7d339959cc807,APPROVED,2022-10-17T21:35:38.310000Z,2022-10-17T21:36:30.344000Z,2022-10-17T21:36:30.756000Z,2022-10-17T21:36:30.678805Z,53,C144ZYME,259,22,Male,Asian,United States,United States,United States,Korean,Yes,Unemployed (and job seeking),
634dcab0e952f42cb805fdca,55ac22cafdf99b6de2fa7ee2,APPROVED,2022-10-17T21:35:50.395000Z,2022-10-17T21:36:55.107000Z,2022-10-17T21:36:55.647000Z,2022-10-17T21:36:55.555885Z,65,C144ZYME,3506,50,Female,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
634dcab468698cd4ee16acea,5eeacbcbb570dc1ab706417a,APPROVED,2022-10-17T21:35:51.943000Z,2022-10-17T21:37:39.064000Z,2022-10-17T21:37:39.515000Z,2022-10-17T21:37:39.454290Z,108,C144ZYME,1071,25,Female,White,United States,United States,United States,English,No,Full-Time,
634dcab579270722d52f0702,5d27851db6eb920018a5fb27,APPROVED,2022-10-17T21:35:52.478000Z,2022-10-17T21:37:36.602000Z,2022-10-17T21:37:37.047000Z,2022-10-17T21:37:36.977089Z,105,C144ZYME,269,28,Female,White,Chile,United States,United States,Spanish,DATA_EXPIRED,DATA_EXPIRED,
634dcabae02ab3782006c07b,608de796e01aab901bea05d1,APPROVED,2022-10-17T21:35:56.859000Z,2022-10-17T21:36:17.057000Z,2022-10-17T21:36:17.652000Z,2022-10-17T21:36:17.585650Z,21,C144ZYME,371,27,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,
634dcac1092267423b06c066,61005133f83578f7fdcb2a59,APPROVED,2022-10-17T21:36:04.577000Z,2022-10-17T21:39:17.105000Z,2022-10-17T21:39:17.649000Z,2022-10-17T21:39:17.588432Z,193,C144ZYME,922,24,Female,White,United States,United States,United States,English,Yes,Unemployed (and job seeking),
634dcac209cc5b332c1f92e2,5c227a64da51990001e1e0a2,APPROVED,2022-10-17T21:36:06.071000Z,2022-10-17T21:36:54.150000Z,2022-10-17T21:36:54.664000Z,2022-10-17T21:36:54.591869Z,49,C144ZYME,2676,39,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
634dcac5ae0af26889af77ed,6026d1eca0c0d1400dcfbbd6,APPROVED,2022-10-17T21:36:05.207000Z,2022-10-17T21:38:34.868000Z,2022-10-17T21:38:35.301000Z,2022-10-17T21:38:35.881376Z,150,C144ZYME,1801,23,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
634dcac77bedfef10793e468,5d140b5c1039690017945b7b,APPROVED,2022-10-17T21:36:10.695000Z,2022-10-17T21:36:52.942000Z,2022-10-17T21:36:53.341000Z,2022-10-17T21:36:53.280591Z,43,C144ZYME,1085,23,Male,White,United States,United States,United States,English,No,Full-Time,
634dcacd9f37d248c713791b,6320fb375d2abadf259b7889,APPROVED,2022-10-17T21:36:20.617000Z,2022-10-17T21:39:00.320000Z,2022-10-17T21:39:00.801000Z,2022-10-17T21:39:00.732806Z,160,C144ZYME,65,24,Male,White,United States,United States,United States,English,No,Full-Time,
634dcad8092267423b06c069,6312d29c65befaa9c41a3a94,APPROVED,2022-10-17T21:36:30.443000Z,2022-10-17T21:39:07.743000Z,2022-10-17T21:39:08.712000Z,2022-10-17T21:39:08.642305Z,158,C144ZYME,5,35,Male,Black,United States,United States,United States,English,DATA_EXPIRED,Full-Time,
634dcade3e4935413bc95126,5d62dd02d556f20015807921,APPROVED,2022-10-17T21:36:33.186000Z,2022-10-17T21:37:09.325000Z,2022-10-17T21:37:10.173000Z,2022-10-17T21:37:10.074771Z,37,C144ZYME,757,34,Female,Black,United States,United States,United States,English,Yes,Part-Time,
634dcaeee723930cb4137936,616b40316dfa39f72b7c5063,APPROVED,2022-10-17T21:38:10.139000Z,2022-10-17T21:43:19.020000Z,2022-10-17T21:43:19.460000Z,2022-10-17T21:43:19.393411Z,309,C144ZYME,144,42,Male,Other,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
634dcaef384c26732c61de83,5f38e87099a44d40b79e5009,APPROVED,2022-10-17T21:36:47.892000Z,2022-10-17T21:38:05.763000Z,2022-10-17T21:38:06.213000Z,2022-10-17T21:38:06.119693Z,78,C144ZYME,2559,36,Male,White,United States,United States,United States,English,No,Full-Time,
634dcaf1eddfb4232c2f06f4,6110a6b219dbeea702baf043,APPROVED,2022-10-17T21:36:52.329000Z,2022-10-17T21:37:23.526000Z,2022-10-17T21:37:24.018000Z,2022-10-17T21:37:23.949389Z,32,C144ZYME,825,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
634dcaf443b51a7b84a30ad6,5e2b3e22a8f85318c2429121,APPROVED,2022-10-17T21:36:55.961000Z,2022-10-17T21:37:23.783000Z,2022-10-17T21:37:29.254000Z,2022-10-17T21:37:24.166473Z,28,C144ZYME,1343,27,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
634dcaf5d48c35e0eaa7fc4e,62ad5a6ad26d2fcf250d3839,APPROVED,2022-10-17T21:36:56.425000Z,2022-10-17T21:37:35.727000Z,2022-10-17T21:37:41.192000Z,2022-10-17T21:37:36.106168Z,40,C144ZYME,491,19,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),
634dcafa42c866ca5cb8ea43,5f985161f2aa230f6d4eb858,APPROVED,2022-10-17T21:37:01.165000Z,2022-10-17T21:37:54.149000Z,2022-10-17T21:37:54.575000Z,2022-10-17T21:37:54.490350Z,53,C144ZYME,2024,35,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
634dcafe4d8ebb7a62a9fb08,55ce148b34e9060012e56279,APPROVED,2022-10-17T21:37:06.810000Z,2022-10-17T21:40:16.523000Z,2022-10-17T21:40:17.013000Z,2022-10-17T21:40:16.942577Z,190,C144ZYME,3932,40,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
634dcb01ec2892be5461de63,5727e394c68b5a000e397d8c,APPROVED,2022-10-17T21:37:05.064000Z,2022-10-17T21:38:43.626000Z,2022-10-17T21:38:44.127000Z,2022-10-17T21:38:44.058845Z,99,C144ZYME,715,37,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
634dcb0280890bcb77fa7efe,606b33bfd27b99ef6254a67d,APPROVED,2022-10-17T21:37:09.560000Z,2022-10-17T21:38:12.576000Z,2022-10-17T21:38:13.072000Z,2022-10-17T21:38:13.000823Z,64,C144ZYME,285,28,Female,White,United States,United States,United States,English,No,Full-Time,
634dcb04d9e94aa834130e03,5e9a2f95fe11450cc4a6b2be,APPROVED,2022-10-17T21:37:11.070000Z,2022-10-17T21:38:05.901000Z,2022-10-17T21:38:11.359000Z,2022-10-17T21:38:06.277502Z,55,C144ZYME,2758,34,Female,White,United States,United States,United States,English,No,Full-Time,
634dcb0a261da96db416ac97,612810b001fe6cd5e7786c39,APPROVED,2022-10-17T21:37:20.749000Z,2022-10-17T21:44:15.342000Z,2022-10-17T21:44:15.748000Z,2022-10-17T21:44:15.689864Z,415,C144ZYME,576,34,Female,White,United States,United States,United States,English,No,Part-Time,
634dcb0fd462cd1a9c1bbffb,5b0967ff1c95000001fcb6ce,APPROVED,2022-10-17T21:37:22.201000Z,2022-10-17T21:37:47.832000Z,2022-10-17T21:37:48.262000Z,2022-10-17T21:37:48.201572Z,26,C144ZYME,3562,42,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),
634dcb14d9e94aa834130e0c,60fe2fed581d95673bd181af,APPROVED,2022-10-17T21:37:28.255000Z,2022-10-17T21:39:50.594000Z,2022-10-17T21:39:51.065000Z,2022-10-17T21:39:51.005904Z,143,C144ZYME,1064,19,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,
634dcb17bb1fd3b157d1b8dc,63336dff6d3a7057baf48933,APPROVED,2022-10-17T21:37:29.387000Z,2022-10-17T21:39:24.701000Z,2022-10-17T21:39:25.139000Z,2022-10-17T21:39:25.069492Z,116,C144ZYME,36,26,Male,Black,United States,United States,United States,English,No,Full-Time,
634dcb2d563dcae17b998f42,5e0840192b12bd16b02895cd,APPROVED,2022-10-17T21:37:54.119000Z,2022-10-17T21:38:27.158000Z,2022-10-17T21:38:27.649000Z,2022-10-17T21:38:27.589723Z,34,C144ZYME,825,31,Female,White,United States,United States,United States,English,Yes,Full-Time,
634dcb32f80b3760f561e44a,55a75835fdf99b26395fae40,APPROVED,2022-10-17T21:37:54.455000Z,2022-10-17T21:38:20.179000Z,2022-10-17T21:38:20.644000Z,2022-10-17T21:38:20.579076Z,26,C144ZYME,1556,32,Female,White,United States,United States,United States,English,No,Full-Time,
634dcb3e5f2b6c32b6ec2b86,5e648efca8c76520c918bb31,APPROVED,2022-10-17T21:38:20.770000Z,2022-10-17T21:40:05.004000Z,2022-10-17T21:40:05.439000Z,2022-10-17T21:40:05.376287Z,105,C144ZYME,990,33,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time,
634dcb4786c4341cea06c0b3,63316daa57747115376760da,APPROVED,2022-10-17T21:38:17.449000Z,2022-10-17T21:40:27.549000Z,2022-10-17T21:40:28.011000Z,2022-10-17T21:40:27.941210Z,131,C144ZYME,102,51,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,
634dcb4a4fdf0363892f06fd,5b60ddcc6b25590001782ce4,APPROVED,2022-10-17T21:38:21.535000Z,2022-10-17T21:39:43.825000Z,2022-10-17T21:39:44.280000Z,2022-10-17T21:39:44.221366Z,83,C144ZYME,1108,26,Male,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking),
634dcb4a5a05ba03732ac26c,580145ebf35f130001c36157,APPROVED,2022-10-17T21:38:21.771000Z,2022-10-17T21:40:43.061000Z,2022-10-17T21:40:43.820000Z,2022-10-17T21:40:43.734063Z,142,C144ZYME,765,35,Male,White,United States,United States,United States,English,No,Full-Time,
634dcb4ca453fe48ec516662,6276044d01f3dab873d5b0a5,APPROVED,2022-10-17T21:38:24.571000Z,2022-10-17T21:39:33.625000Z,2022-10-17T21:39:34.158000Z,2022-10-17T21:39:34.081304Z,70,C144ZYME,664,42,Male,White,DATA_EXPIRED,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
634dcb4f0ad115b7641378f9,56cb176d64c068000c4d7c54,APPROVED,2022-10-17T21:38:26.858000Z,2022-10-17T21:38:53.130000Z,2022-10-17T21:38:53.546000Z,2022-10-17T21:38:53.476027Z,27,C144ZYME,306,29,Male,DATA_EXPIRED,United States,United States,United States,English,No,DATA_EXPIRED,
634dcb573f1391f3b0bec9bb,5d92832f82e59d001a0e7f1b,APPROVED,2022-10-17T21:38:36.459000Z,2022-10-17T21:39:11.888000Z,2022-10-17T21:39:12.385000Z,2022-10-17T21:39:12.313169Z,36,C144ZYME,2066,53,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,
634dcb597a0d6a7d25c95110,5c3764ce3acfeb000154ac66,APPROVED,2022-10-17T21:38:37.136000Z,2022-10-17T21:39:20.474000Z,2022-10-17T21:39:20.875000Z,2022-10-17T21:39:20.803355Z,44,C144ZYME,1163,33,Male,Asian,United States,United States,United States,English,No,Part-Time,
634dcb5f3a0f8b7a98d7255c,597ceef69d51240001f1f3eb,APPROVED,2022-10-17T21:38:42.789000Z,2022-10-17T21:41:08.151000Z,2022-10-17T21:41:08.661000Z,2022-10-17T21:41:08.589804Z,146,C144ZYME,235,44,Male,White,United States,United States,United States,English,No,Full-Time,
634dcb63b10d62c20105fd7e,6316270236b53462f94c6f0c,APPROVED,2022-10-17T21:38:48.880000Z,2022-10-17T21:39:44.384000Z,2022-10-17T21:39:44.873000Z,2022-10-17T21:39:44.811271Z,56,C144ZYME,18,38,Male,White,United States,United States,United States,English,Yes,Full-Time,
634dcb65b684894aedfa7ef8,5eee3a583a975d29fd3e6f38,APPROVED,2022-10-17T21:39:13.822000Z,2022-10-17T21:40:19.165000Z,2022-10-17T21:40:19.634000Z,2022-10-17T21:40:19.560455Z,66,C144ZYME,1115,27,Female,Asian,United States,United States,United States,Chinese,DATA_EXPIRED,Full-Time,
634dcb6955b660546e7ff703,6234a0f181021085727a847e,APPROVED,2022-10-17T21:38:54.828000Z,2022-10-17T21:40:03.792000Z,2022-10-17T21:40:04.255000Z,2022-10-17T21:40:04.182640Z,69,C144ZYME,102,50,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
634dcb6986c4341cea06c0b5,5dd343f19595a13585492c99,APPROVED,2022-10-17T21:38:52.898000Z,2022-10-17T21:41:36.327000Z,2022-10-17T21:41:36.797000Z,2022-10-17T21:41:36.735236Z,164,C144ZYME,219,51,Female,White,United States,United States,United States,English,No,Full-Time,
